IsAccountPrivate,IsVerified,HasProfilePicture,AnzahlFolgeIch,AnzahlFollower,AnzahlLikes,HasAccountDescription,AnzahlPosts,AreLikedVideosPrivate,NumberOfLikedVideos,IsABot
False,False,True,83,0,0,True,0,True,0.0,True
False,False,True,101,0,0,True,0,True,0.0,True
False,False,True,77,5197,48700,True,12,True,0.0,False
False,False,True,64,75,120,True,0,True,0.0,False
False,False,True,52,36,139,True,5,True,0.0,False
False,False,True,30,53300,1100000,True,20,True,0.0,False
False,False,True,233,34,12,False,0,False,20.0,True
False,False,True,84,151,45,True,4,True,0.0,False
False,False,True,414,5,0,False,7,False,20.0,True
False,False,True,676,20,0,False,0,False,12.0,True
False,False,True,22,353100,2200000,True,20,True,0.0,False
False,False,True,1117,158,717,True,20,True,0.0,True
False,False,True,1548,78,8,True,3,False,9.0,True
False,False,True,107,6,65,False,12,False,20.0,True
False,False,True,154,2,0,True,0,True,0.0,True
False,False,True,221,3,0,False,0,False,20.0,True
False,False,True,243,7,1,True,1,False,20.0,True
False,True,True,47,7200000,100300000,True,20,True,0.0,False
False,False,True,186,68200,1700000,True,20,True,0.0,False
False,False,True,69,635900,18100000,True,20,True,0.0,False
True,False,True,7179,5027,58500,False,0,True,0.0,False
False,False,True,45,27,0,False,0,True,0.0,False
False,False,True,151,0,0,False,0,False,20.0,True
False,False,True,347,13,10,False,6,False,20.0,True
False,False,True,79,29,182,True,20,True,0.0,False
False,True,True,3414,1800000,26500000,True,20,True,0.0,False
False,False,True,1551,568,1664,False,20,False,20.0,True
False,False,True,224,11,0,False,0,False,20.0,True
False,False,True,12,1,0,False,0,True,0.0,False
True,False,True,96,30,0,False,0,True,0.0,False
False,False,True,6631,188,0,False,0,False,12.0,True
False,False,True,0,0,1,False,0,True,0.0,False
False,False,True,346,21,0,False,0,False,5.0,True
False,False,True,296,13,0,False,0,False,20.0,True
False,False,True,25,25,119,False,14,True,0.0,False
False,False,True,463,12,0,False,0,False,20.0,True
False,False,True,180,9,0,False,0,False,20.0,True
False,False,True,97,521200,13900000,True,20,True,0.0,False
False,False,True,141,1,0,True,0,True,0.0,True
False,False,True,255,8933,23800,True,20,False,20.0,True
False,False,True,40,49,1074,False,12,True,0.0,False
True,False,True,970,15,60,False,0,True,0.0,True
False,False,True,1252,13,0,False,0,False,20.0,True
False,False,False,33,0,0,True,0,True,0.0,True
False,False,True,1767,36,9,False,3,False,20.0,True
False,False,True,128,126100,617300,True,20,True,0.0,False
False,False,True,606,32,18,True,3,False,20.0,True
False,True,True,54,3900000,83500000,True,20,True,0.0,False
False,False,True,2850,128,4,False,1,False,9.0,True
False,False,True,1130,51,0,False,0,False,20.0,True
False,False,True,1120,211,103,False,4,False,4.0,True
False,False,True,1157,25,6,False,3,False,9.0,True
False,False,True,4208,441,6636,True,20,True,0.0,False
False,False,True,94,0,0,True,0,True,0.0,True
False,False,True,436,9,0,False,0,False,20.0,True
False,False,True,489,250,353,False,20,False,20.0,True
False,False,True,152,1,0,True,0,True,0.0,True
False,False,True,11,0,0,False,0,False,5.0,True
False,False,True,107,0,0,True,0,True,0.0,True
False,False,True,75,113400,993500,True,20,True,0.0,False
False,False,True,66,0,0,False,0,False,12.0,True
False,False,True,655,26,0,False,0,False,12.0,True
False,False,True,646,19,0,False,0,False,20.0,True
False,False,False,0,3,0,True,0,True,0.0,True
False,False,True,302,0,0,False,0,False,20.0,True
False,False,True,1884,95,2,True,1,False,9.0,True
False,False,True,366,369,1612,True,20,True,0.0,False
False,False,True,54,3200000,14300000,True,20,True,0.0,False
False,False,True,72,125,463,True,20,True,0.0,False
False,False,True,690,24,0,False,0,False,20.0,True
False,False,False,0,1,0,True,0,True,0.0,True
False,False,True,1365,18,0,False,0,False,12.0,True
False,False,True,254,238,0,False,0,True,0.0,False
False,False,True,1585,691,919,True,20,True,0.0,False
False,False,True,0,255400,1900000,False,20,True,0.0,False
False,False,True,783,20,0,True,0,False,20.0,False
False,False,True,318,0,0,False,0,False,20.0,True
False,False,True,544,15,0,False,0,False,20.0,True
False,False,True,715,30,2,True,4,False,20.0,True
False,False,True,116,0,0,True,0,True,0.0,True
False,False,True,330,733,5714,True,19,True,0.0,False
False,False,True,377,21,0,False,0,False,20.0,True
False,False,True,142,17,0,False,0,True,0.0,False
False,False,True,369,3,0,False,0,False,20.0,True
False,True,True,2312,64500000,40,False,20,True,0.0,False
False,False,True,135,1,0,True,0,True,0.0,True
False,False,True,4739,1080,652,True,10,True,0.0,False
False,False,False,0,0,0,True,0,True,0.0,True
True,False,True,310,13,0,False,0,True,0.0,False
False,False,True,1685,102,0,False,0,False,20.0,True
False,False,True,661,194800,3300000,True,9,True,0.0,False
False,False,True,192,9,0,False,0,False,20.0,True
False,False,True,288,0,0,False,0,False,12.0,True
False,False,True,194,7902,57000,True,20,True,0.0,False
False,False,True,1572,28,0,False,0,False,20.0,True
False,False,True,295,12,0,False,0,True,0.0,False
False,False,True,3755,120,0,False,0,False,20.0,True
False,False,True,96,0,0,True,0,True,0.0,True
False,False,True,109,0,0,False,0,False,20.0,True
False,False,True,164,2,0,False,0,False,20.0,True
False,False,True,45,1800000,50000000,True,20,True,0.0,False
False,False,True,149,166,0,True,0,True,0.0,False
False,False,True,695,49,43,True,3,True,0.0,False
False,False,True,165,6085,17700,True,20,True,0.0,False
False,False,True,88,10,99,False,20,True,0.0,False
False,False,True,486,217,3936,False,20,True,0.0,False
False,False,True,73,20,1817,True,20,True,0.0,False
False,False,True,857,19,1,True,1,False,9.0,True
False,False,True,67,0,0,False,0,False,19.0,True
False,False,True,599,4,0,False,0,False,20.0,True
False,False,True,1397,19,0,False,0,False,20.0,True
False,True,True,55,1200000,23300000,True,20,True,0.0,False
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,136,1,0,True,0,True,0.0,True
False,False,True,590,10,0,False,0,False,20.0,True
False,False,True,59,3,0,False,0,True,0.0,False
False,False,True,957,58,0,False,0,False,12.0,True
False,False,True,221,5,0,False,0,False,20.0,True
False,False,True,1720,170,511,True,7,False,0.0,False
False,True,True,196,2000000,31100000,True,20,True,0.0,False
False,False,True,91,15,0,True,0,True,0.0,False
False,False,True,22,74300,1300000,True,20,True,0.0,False
False,False,True,73,0,0,True,0,True,0.0,True
False,False,True,6172,846,0,False,0,True,0.0,False
False,False,True,66,0,0,True,0,True,0.0,True
False,False,True,58,8,80,True,3,True,0.0,False
False,False,True,3576,119,0,False,0,False,20.0,True
False,False,True,188,1,0,False,0,False,20.0,True
False,False,True,249,9,0,False,0,False,20.0,True
False,False,True,247,68,542,True,20,True,0.0,True
False,False,True,251,356,12400,False,20,True,0.0,False
False,False,True,115,0,0,True,0,True,0.0,True
False,False,True,3161,568,1911,True,20,True,0.0,False
False,False,True,470,18,0,False,1,False,20.0,True
False,False,True,92,0,0,True,0,True,0.0,True
False,False,False,0,0,0,False,0,True,0.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,302,3,0,False,0,False,20.0,True
False,False,True,531,7,0,False,7,False,20.0,True
False,False,True,511,4,0,False,0,False,20.0,True
False,False,True,813,3608,36000,True,20,False,20.0,False
False,False,True,525,1,0,False,0,False,20.0,True
False,False,True,159,104400,2400000,False,20,True,0.0,False
False,False,True,695,35,0,False,0,False,20.0,True
False,False,True,101,35,285,False,12,True,0.0,False
False,False,True,269,339,940,False,0,True,0.0,False
False,False,True,60,29800,113300,False,20,True,0.0,False
False,False,True,353,117,327,True,3,False,20.0,True
False,False,True,692,294,23,True,4,True,0.0,False
False,False,True,91,0,0,True,0,True,0.0,True
False,False,True,99,416200,9800000,True,20,True,0.0,False
False,False,True,0,0,0,False,9,False,20.0,True
False,False,True,236,53,107,True,5,False,20.0,True
False,False,True,151,2,0,False,0,False,20.0,True
False,False,True,15,7,357,True,2,True,0.0,False
False,False,True,2900,110,4,False,1,False,9.0,True
True,False,True,26,9,0,False,0,True,0.0,False
True,False,True,91,73,0,False,0,True,0.0,False
False,False,True,401,16,17,False,3,False,9.0,True
False,False,True,192,185,40,False,19,True,0.0,True
False,False,True,9,8774,557400,True,8,True,0.0,False
False,False,True,202,11,30,False,20,False,20.0,True
False,False,True,2,1,0,False,0,True,0.0,False
False,False,True,628,33100,776700,True,20,True,0.0,False
False,False,True,2016,79,5,False,4,False,9.0,True
False,False,True,407,5,0,False,0,False,20.0,True
False,False,True,139,0,0,True,0,True,0.0,True
False,False,True,1,3096,276700,True,15,True,0.0,False
False,False,True,266,299,577,True,0,True,0.0,False
False,False,True,33,252200,2500000,True,20,True,0.0,False
False,False,True,316,2,0,False,0,False,20.0,True
False,False,True,112,0,0,True,0,True,0.0,True
False,False,True,79,240,252,True,1,True,0.0,False
False,False,True,222,0,0,False,0,False,20.0,True
False,True,True,1,3700000,78000000,True,20,True,0.0,False
False,False,True,664,24,0,False,0,False,12.0,True
True,False,True,109,21,56,False,0,True,0.0,False
False,False,True,412,9,0,False,0,False,20.0,True
False,False,True,149,2,0,True,0,True,0.0,True
False,False,True,84,0,0,True,0,True,0.0,True
False,False,True,6,26900,62300,True,20,True,0.0,False
False,False,True,1017,20,0,True,0,False,20.0,True
False,True,True,125,6200000,190400000,True,20,True,0.0,False
False,False,True,314,13,0,False,0,False,20.0,True
False,False,True,143,0,0,False,0,False,20.0,True
False,False,True,306,7,0,False,0,False,20.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,1966,2078,657,True,3,False,9.0,True
False,False,True,332,12,9,False,2,True,0.0,True
False,False,True,83,0,0,True,0,True,0.0,True
False,False,True,5,6679,125700,True,20,True,0.0,False
False,False,True,1122,38,0,False,0,False,20.0,True
True,False,True,39,11,0,False,0,True,0.0,False
False,False,True,58,1,0,False,0,False,6.0,True
False,False,True,121,0,0,True,0,True,0.0,True
False,False,True,12,13000,692000,True,20,True,0.0,False
False,False,True,20,20900,136900,True,20,True,0.0,False
False,False,True,116,0,0,True,0,True,0.0,True
False,False,True,532,10,0,False,0,True,0.0,False
False,False,True,1224,39,0,False,0,False,20.0,True
False,False,True,720,35,51,False,6,True,0.0,True
False,False,True,107,0,0,True,0,True,0.0,True
False,False,True,62,79100,2500000,True,20,False,20.0,False
False,False,True,2327,119,98,False,10,False,20.0,True
False,False,True,1698,1207,2627,True,20,False,20.0,True
False,False,True,132,7,0,False,0,False,20.0,False
False,False,True,529,174800,3500000,True,20,True,0.0,False
False,False,True,62,2100000,20700000,True,20,True,0.0,False
False,False,True,93,0,0,True,0,True,0.0,True
False,False,True,490,2100000,48400000,True,20,True,0.0,False
False,False,True,280,6,0,False,0,False,20.0,True
False,False,True,409,16,0,False,0,True,0.0,False
False,False,True,170,5,0,True,0,True,0.0,False
False,False,True,317,36,0,False,0,True,0.0,True
False,False,True,198,70,0,False,0,True,0.0,False
False,False,True,69,0,0,True,0,True,0.0,True
False,False,True,101,0,0,True,0,True,0.0,True
False,False,True,2088,83,5,False,1,False,9.0,True
False,False,True,208,28,430,False,20,True,0.0,False
False,False,True,531,16,0,False,0,False,20.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,810,28,0,False,0,True,0.0,True
False,False,True,437,14,0,False,0,False,20.0,True
False,False,True,677,77,215,True,6,False,20.0,False
False,False,True,489,49,393,False,20,False,20.0,True
False,False,True,4570,135,0,False,0,False,12.0,True
False,False,True,99,0,0,True,0,True,0.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,658,257,503,False,12,False,20.0,True
False,False,True,31,13,0,False,0,True,0.0,False
False,False,True,617,19,0,False,1,True,0.0,True
False,False,True,251,146000,2800000,True,20,True,0.0,False
False,False,True,64,0,0,True,0,True,0.0,True
False,False,True,340,2,0,False,0,False,20.0,True
False,False,True,173,1,0,False,0,False,20.0,True
False,False,True,18,43,9,False,1,False,9.0,True
False,False,True,33,432,3209,False,20,True,0.0,False
False,False,True,2299,1719,408,True,2,False,9.0,True
False,False,True,112,0,0,True,0,True,0.0,True
False,False,True,124,1,0,True,0,True,0.0,True
False,False,True,455,12,61,True,0,False,20.0,True
False,False,True,73,171,343,True,3,True,0.0,True
False,False,True,582,16,1,False,1,False,20.0,True
True,False,True,66,9,11,False,0,True,0.0,False
False,False,True,47,1236,4806,True,20,True,0.0,False
False,False,True,2778,627,1986,True,20,False,20.0,True
False,False,True,257,6,0,False,0,False,20.0,True
False,False,True,7104,307,14,False,1,False,20.0,True
False,False,True,549,76,0,True,0,True,0.0,False
False,False,True,170,3,0,False,0,False,12.0,True
False,False,True,764,35,94,False,20,False,20.0,True
False,False,True,72,0,0,True,0,True,0.0,True
False,False,True,417,21,0,False,0,True,0.0,False
False,False,True,368,56,169,True,7,True,0.0,False
False,False,False,0,7,0,True,0,True,0.0,True
False,False,True,328,3,0,False,0,False,20.0,True
False,False,True,120,3,0,True,0,True,0.0,True
False,False,True,427,5,0,False,0,False,20.0,True
False,False,True,4851,219,8,False,1,False,9.0,True
False,False,True,76,2,0,False,0,False,19.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,67,52400,1700000,True,20,True,0.0,False
False,False,True,138,0,0,True,0,True,0.0,True
False,False,True,791,26,0,False,0,False,20.0,True
False,False,True,1508,272,187,True,1,False,20.0,True
False,False,True,128,0,0,True,0,True,0.0,True
True,False,True,77,18,0,False,0,True,0.0,False
False,False,True,299,2,0,False,0,False,20.0,True
False,False,True,134,925,3579,True,20,True,0.0,False
False,False,True,1124,66,10,True,17,True,0.0,True
False,False,True,125,28400,831000,True,9,True,0.0,False
False,False,True,4,262000,7900000,True,20,True,0.0,False
False,False,True,13,90000,338200,True,20,True,0.0,False
False,False,True,10000,4452,20600,False,20,True,0.0,False
False,False,True,69,0,0,True,0,True,0.0,True
False,False,True,36,8274,185300,True,20,True,0.0,False
False,False,True,223,19,4,False,0,False,20.0,True
False,False,True,246,10,0,False,3,False,20.0,True
False,False,True,92,142,1216,False,0,True,0.0,False
False,False,True,51,70,866,True,20,True,0.0,False
False,False,True,490,8981,79400,True,20,True,0.0,False
False,False,True,1328,61,0,True,0,True,0.0,False
False,False,True,155,3,0,True,0,True,0.0,True
False,False,True,168,0,0,True,0,True,0.0,True
False,False,True,787,33,0,False,0,True,0.0,True
False,False,True,130,5,0,False,0,False,20.0,True
False,False,True,1225,61,9,False,1,False,20.0,True
False,False,True,235,18300,77600,True,20,True,0.0,False
False,False,True,21,27400,127200,True,20,True,0.0,False
False,False,True,72,0,0,True,0,True,0.0,True
False,False,True,716,19,0,False,0,False,20.0,True
False,False,True,573,5100,55100,True,20,True,0.0,False
False,False,True,272,7,2,False,1,False,20.0,True
False,False,True,76,1,0,False,0,False,3.0,True
False,False,True,778,33,0,False,0,False,20.0,True
False,False,True,392,3,0,False,0,False,20.0,True
False,False,True,385,1172,10700,True,20,True,0.0,False
True,False,True,107,13,33,False,0,True,0.0,False
False,False,True,737,11,0,False,0,True,0.0,True
False,False,True,67,17000,54800,True,16,True,0.0,False
False,False,True,142,2,0,True,0,True,0.0,True
False,False,False,79,9,0,False,0,True,0.0,False
False,False,True,91,0,0,True,0,True,0.0,True
False,False,True,44,0,0,True,0,True,0.0,True
False,False,True,528,6,0,False,0,False,20.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,74,23,303,True,20,True,0.0,False
False,False,True,1,45500,342800,True,12,True,0.0,False
False,False,True,351,2,0,False,0,False,20.0,True
True,False,True,0,0,88,False,0,True,0.0,False
False,False,True,141,3,0,False,0,False,12.0,True
True,False,True,29,29,2793,False,0,True,0.0,False
False,False,True,147,3,0,True,0,True,0.0,True
False,False,True,84,0,0,True,0,True,0.0,True
False,False,True,457,15,0,False,0,False,20.0,True
False,False,True,98,0,0,True,0,True,0.0,True
False,False,True,1186,39,0,False,0,False,20.0,True
False,False,True,86,46500,1900000,True,20,True,0.0,False
False,False,True,349,6,0,False,0,False,20.0,True
False,False,True,132,19000,397400,True,10,True,0.0,False
False,False,True,383,26,6,False,3,False,20.0,True
False,False,True,1061,1185,270,True,2,False,20.0,True
False,False,True,7471,814,60,True,1,False,9.0,True
False,False,True,3682,223,1274,True,20,True,0.0,False
False,False,True,6,32800,207900,True,11,True,0.0,False
False,False,True,88,71,2708,True,6,True,0.0,False
False,False,True,259,5,4,False,3,False,20.0,True
True,False,True,254,240,7349,False,0,True,0.0,False
False,False,True,433,141,549,True,15,True,0.0,False
False,False,True,822,17,3,False,4,False,9.0,True
False,False,True,83,0,0,True,0,True,0.0,True
False,False,True,1497,53,0,False,0,False,20.0,True
False,False,True,360,1,0,False,0,False,20.0,True
False,False,False,137,1,0,True,0,True,0.0,True
False,False,True,925,34,0,False,3,False,20.0,True
False,False,True,33,0,0,True,0,True,0.0,True
False,False,True,2528,61,14,True,12,False,20.0,True
False,False,True,2465,896,1619,True,20,True,0.0,True
False,False,True,58,15,69,True,9,True,0.0,False
False,False,True,844,785,0,True,0,False,20.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,816,29,0,False,0,False,20.0,True
False,False,True,46,188,80,False,0,True,0.0,False
False,False,True,6,3,0,False,0,True,0.0,False
False,False,True,34,54,580,True,20,True,0.0,False
False,False,True,0,0,0,False,0,True,0.0,False
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,109,69,1076,True,20,False,20.0,False
False,False,True,70,3,0,False,0,True,0.0,True
False,False,True,184,2487,23100,True,20,True,0.0,False
False,False,True,58,0,0,True,0,True,0.0,True
False,False,True,1269,41,0,False,0,False,20.0,True
False,False,True,845,15,0,False,0,False,20.0,True
False,False,True,2321,75,8,True,1,False,20.0,True
False,False,True,50,0,0,True,0,True,0.0,True
False,False,True,2652,667,5457,False,20,False,20.0,True
False,False,True,52,43,174,False,20,True,0.0,False
False,False,True,1252,41,0,False,0,False,20.0,True
False,False,True,70,44,437,True,16,True,0.0,False
False,False,False,0,5,0,True,0,True,0.0,True
False,False,True,372,8,0,False,0,False,20.0,True
False,False,True,151,0,0,True,0,True,0.0,True
False,False,True,26,2353,6106,True,20,True,0.0,False
False,False,True,522,26,0,False,1,False,20.0,True
False,False,True,1586,442,1778,True,20,True,0.0,True
False,False,True,104,0,0,True,0,True,0.0,True
False,False,True,584,7,0,False,0,False,20.0,True
False,False,True,561,15,0,False,0,False,12.0,True
False,False,True,87,0,0,True,0,True,0.0,True
False,False,True,481,8,0,False,0,False,20.0,True
False,False,True,1051,136,69,True,9,True,0.0,False
False,False,True,380,4,0,False,0,False,20.0,True
True,False,True,669,148,136,False,0,True,0.0,False
False,False,True,79,0,0,True,0,True,0.0,True
False,False,True,329,17,0,False,0,False,20.0,True
False,False,True,94,0,0,True,0,True,0.0,True
False,False,True,829,1081,11000,True,20,True,0.0,False
False,False,True,1399,4339,34000,True,20,True,0.0,False
False,False,True,165,2,0,False,0,False,20.0,True
False,False,True,1019,39,0,True,0,False,20.0,True
False,False,True,77,3,0,False,0,False,20.0,True
False,False,True,2770,81,3,False,1,False,9.0,True
False,False,True,1009,24,2,True,3,False,20.0,True
False,False,True,424,3,0,False,0,False,20.0,True
False,False,True,557,4,0,False,0,False,20.0,True
False,False,True,946,45,189,True,10,False,20.0,True
False,False,True,897,68,225,True,4,False,20.0,True
False,False,True,55,0,0,True,0,True,0.0,True
False,False,True,529,25,0,False,0,False,20.0,True
True,False,True,1563,42,10400,False,0,True,0.0,False
False,False,True,306,2,0,True,0,False,20.0,True
False,False,True,9975,7100,1521,True,3,True,0.0,True
False,False,True,281,24,55,True,0,True,0.0,False
False,False,True,41,204,271,True,6,True,0.0,False
False,False,True,130,1,0,True,0,True,0.0,True
False,False,True,605,7,0,False,0,False,20.0,True
False,False,True,230,183,594,True,7,True,0.0,False
True,False,False,88,2,0,False,0,True,0.0,False
False,False,True,3076,131,0,False,0,False,20.0,True
False,False,True,146,55,3646,True,20,True,0.0,False
False,False,True,16,12,0,False,0,True,0.0,False
False,False,True,73,463,4715,False,13,True,0.0,False
False,False,True,212,216,1648,True,3,True,0.0,False
False,False,True,86,16700,307900,True,20,True,0.0,False
False,False,True,104,4217,61200,True,20,True,0.0,False
False,False,True,360,19,3,False,12,False,20.0,True
False,False,True,531,5,0,False,0,False,20.0,True
False,False,True,230,147,0,True,0,True,0.0,False
False,False,True,156,31,50,False,20,True,0.0,True
False,False,True,967,437,138,True,2,True,0.0,False
False,False,True,548,37,0,True,1,False,20.0,True
False,False,True,82,0,0,True,0,True,0.0,True
False,True,True,51,112500,1300000,True,0,False,3.0,False
False,False,True,2472,746,2,True,1,False,20.0,True
False,False,False,187,2,0,True,0,True,0.0,False
False,False,True,992,44,5,False,1,False,20.0,True
False,False,True,1258,1390,270,True,2,False,20.0,True
False,False,True,1034,15,5,False,11,False,20.0,True
False,False,True,176,1,0,False,0,False,12.0,True
False,False,True,18,1,0,False,0,False,4.0,True
False,False,True,55,115,13100,True,5,True,0.0,False
False,False,True,125,0,0,True,0,True,0.0,True
False,False,True,71,0,0,True,0,True,0.0,True
False,False,False,0,7,0,True,0,True,0.0,True
False,False,True,81,0,0,True,0,True,0.0,True
False,False,True,103,1,0,True,0,True,0.0,True
False,False,True,80,1,0,True,0,True,0.0,True
False,False,True,245,16,0,False,0,True,0.0,False
True,False,True,60,79,1727,False,0,True,0.0,False
False,False,True,945,184,0,False,0,False,20.0,True
False,False,True,134,84,29,True,1,True,0.0,False
False,False,True,3930,461,777,True,20,False,20.0,True
False,False,True,166,4,0,True,0,True,0.0,True
False,False,True,1,0,0,False,0,True,0.0,False
False,False,True,50,34,407,True,8,True,0.0,False
False,False,True,2888,85,1,False,1,False,9.0,True
False,False,True,830,26,2,False,2,False,20.0,True
False,False,True,2874,87,24,True,11,False,20.0,True
False,False,True,101,0,0,True,0,True,0.0,True
False,False,True,18,0,0,True,0,True,0.0,True
True,False,True,481,6,0,False,0,True,0.0,False
False,False,True,4952,241,186,False,10,True,0.0,False
False,False,True,655,27,0,False,0,False,20.0,True
False,False,True,79,151100,690700,True,20,True,0.0,False
False,False,True,116,0,0,False,0,False,12.0,True
True,False,True,1254,74,0,False,0,True,0.0,True
False,False,True,383,19,2,False,20,True,0.0,True
False,False,True,31,2,9,False,1,False,17.0,True
False,False,True,121,635000,21800000,True,20,True,0.0,False
False,False,True,41,0,0,False,0,False,12.0,True
False,False,True,235,212,894,False,0,True,0.0,False
False,False,True,358,11,0,False,0,False,20.0,True
True,False,False,82,8,0,False,0,True,0.0,False
False,False,True,983,745,4314,True,20,False,20.0,False
False,False,True,277,27,34,False,7,True,0.0,False
False,False,True,103,31,295,True,0,True,0.0,False
False,False,True,384,10,0,False,0,False,20.0,True
False,False,True,1533,31000,84500,True,20,True,0.0,False
False,False,True,202,535,3813,True,7,True,0.0,False
False,False,True,30,2563,152,True,3,True,0.0,False
False,False,True,158,1,0,True,0,True,0.0,True
False,False,True,411,187,98,True,0,True,0.0,False
False,False,True,6603,167,0,True,0,False,20.0,True
False,False,True,52,22700,110600,True,20,True,0.0,False
False,False,True,220,222,0,True,0,True,0.0,False
False,False,True,232,3,0,False,0,False,20.0,True
False,False,True,373,3,0,False,0,False,20.0,True
False,False,True,34,0,0,True,0,True,0.0,True
False,True,True,142,1100000,27100000,True,20,True,0.0,False
False,False,False,0,0,0,False,0,True,0.0,True
False,False,True,319,564,163,True,3,True,0.0,False
False,False,True,119,0,0,True,0,True,0.0,True
False,False,True,365,292,4431,True,3,False,9.0,False
False,False,True,676,14,0,False,0,False,20.0,True
False,False,True,468,26,14,True,0,False,0.0,False
False,False,True,99,0,0,True,0,True,0.0,True
False,False,True,379,3,0,False,0,False,20.0,True
False,False,True,109,1,0,True,0,True,0.0,True
False,False,True,129,4,0,False,0,False,20.0,True
False,False,False,17,3,0,True,0,True,0.0,False
False,False,True,291,29,1,False,0,True,0.0,True
False,False,True,54,1327,48200,True,20,True,0.0,False
False,False,True,38,10,0,False,0,True,0.0,False
False,False,True,3,33,302,True,12,True,0.0,False
False,False,True,471,6,0,False,0,False,20.0,True
False,False,True,86,106500,446800,True,20,True,0.0,False
False,False,True,115,71,858,True,15,True,0.0,False
False,False,True,93,617300,2900000,False,20,True,0.0,False
False,False,True,380,6,0,False,0,False,20.0,True
False,False,True,714,352,423,True,20,False,20.0,True
False,False,True,162,5,7,False,1,True,0.0,False
False,False,True,194,28000,645600,True,20,True,0.0,False
False,False,True,131,12,115,True,15,True,0.0,True
False,False,True,126,0,0,True,0,True,0.0,True
False,False,True,214,51200,297600,True,20,True,0.0,False
False,False,True,191,98700,379600,True,20,True,0.0,False
False,False,True,85,563600,15800000,False,20,True,0.0,False
False,False,True,2911,233,165,True,18,True,0.0,False
False,False,True,1910,45,1,False,1,False,20.0,True
False,False,True,16,7,21,True,1,True,0.0,False
False,False,True,2866,4814,474,True,5,False,20.0,True
False,False,True,679,20,0,False,0,False,20.0,True
False,False,True,399,6,0,False,0,False,20.0,True
False,False,True,25,2,0,False,0,True,0.0,False
True,False,True,170,9,0,False,0,True,0.0,False
False,False,True,116,0,0,True,0,True,0.0,True
False,False,True,2368,112,2,False,1,False,20.0,True
False,False,True,158,1100000,14700000,True,20,True,0.0,False
False,False,True,107,0,0,True,0,True,0.0,True
False,False,True,424,6,0,False,3,False,20.0,True
True,False,True,13,8,0,False,0,True,0.0,False
False,False,True,908,44,17,True,3,False,9.0,True
False,False,True,355,22,168,True,20,True,0.0,False
False,False,True,2941,5194,29000,True,20,True,0.0,False
False,False,False,148,0,0,True,0,True,0.0,True
False,True,True,108,780400,15000000,True,20,True,0.0,False
False,False,True,4406,1331,4283,True,20,True,0.0,False
False,False,True,10,1,11,True,6,True,0.0,False
False,False,True,150,3,0,False,0,False,20.0,True
False,False,True,514,8,0,False,0,False,20.0,True
False,False,True,485,221,8278,True,20,True,0.0,False
False,False,True,0,13100,112700,True,20,True,0.0,False
False,False,True,342,1,0,False,0,False,20.0,True
False,False,True,107,736800,5600000,True,20,True,0.0,False
False,False,False,0,5,0,False,0,True,0.0,True
False,True,True,323,4800000,171700000,True,20,True,0.0,False
False,False,True,156,418,553,True,1,False,20.0,False
True,False,True,331,59,191,False,0,True,0.0,False
False,False,True,616,207,175,True,2,True,0.0,False
False,False,True,53,561,705,True,15,False,20.0,True
False,False,True,7088,104,0,False,0,False,20.0,True
False,False,True,41,16,59,True,20,True,0.0,False
False,False,True,644,23,0,False,0,False,20.0,True
False,False,True,289,14000,121200,True,20,True,0.0,False
False,False,True,116,20500,52000,True,20,True,0.0,False
False,False,True,63,1,0,False,0,False,6.0,True
False,False,True,545,63,522,True,16,True,0.0,False
False,False,True,4,1,0,False,0,True,0.0,False
False,False,True,126,628700,3800000,True,3,True,0.0,False
False,False,True,1706,79,20,True,6,True,0.0,False
False,False,True,1406,46,0,False,0,False,20.0,True
False,False,True,1417,51,0,False,0,False,20.0,True
False,False,True,113,66000,1300000,True,20,True,0.0,False
False,False,True,83,0,0,True,0,True,0.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,112,1,0,True,0,True,0.0,True
False,False,True,101,0,0,True,0,True,0.0,True
False,False,True,398,65,395,True,3,True,0.0,False
False,False,True,281,60,49,True,2,False,20.0,True
False,False,True,87,3,0,True,0,True,0.0,True
False,False,True,386,98,681,True,9,True,0.0,False
True,False,True,451,5,53,False,0,True,0.0,False
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,604,26,5,False,3,False,20.0,True
False,False,True,1035,41,0,False,0,False,20.0,True
True,False,True,21,3,0,False,0,True,0.0,False
False,False,True,88,348000,6500000,True,20,True,0.0,False
False,True,True,49,69800,681200,True,20,True,0.0,False
False,False,True,71,552,1294,True,3,True,0.0,False
False,False,True,2313,199,5,False,1,False,9.0,True
False,False,True,89,0,0,True,0,True,0.0,True
False,False,False,0,0,0,True,0,True,0.0,True
False,False,True,121,6,0,False,0,True,0.0,True
