verified,statuses,location,date_joined,most_recent_post,following,followers,favourites,lists,tweet_language,tweets_this_week,retweet,retweeted_count,URL works,userNameScore,avg_tweets_by_hour_of_day,avg_tweets_by_day_of_week,account_type,screen_name
0,1047,1,2017,2022,729.0,435.0,13109,9,1,0.0,142.0,1698080.0,0,0.1111111111111111,8.083,27.714,1,rebellibrarian
0,1476,0,2010,0,334.0,52.0,1744,2,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1,kaylee4783
1,467321,1,2010,2023,14.0,190502.0,289,222,6,200.0,0.0,40.0,1,0.9166666666666666,8.333,28.571,1,Harian_Jogja
1,1152,1,2009,2023,47.0,2501329.0,364,2267,1,4.0,4.0,39864.0,1,0.3076923076923077,8.333,28.571,1,ImIshant
0,6851,1,2009,2023,1944.0,290.0,17296,1,1,2.0,44.0,107488.0,0,0.0,8.333,28.571,1,cvdixon3031
0,4401,1,2012,2023,975.0,2834.0,7979,16,1,1.0,36.0,28281.0,1,0.7857142857142857,8.333,28.571,1,samanthapweiss
1,83881,1,2016,2023,633.0,336592.0,14919,1637,1,83.0,152.0,95816.0,0,0.7692307692307692,8.292,28.429,1,RealSaavedra
1,40337,0,2008,2023,349.0,2877223.0,2066,2698,1,57.0,116.0,51554.0,1,0.7857142857142857,8.292,28.429,1,vikramchandra
1,10780,1,2008,2023,8818.0,8258.0,17969,176,1,1.0,16.0,6111.0,1,0.2666666666666667,8.333,28.571,1,wimbet
1,36752,1,2008,2023,107231.0,392668.0,25918,7409,1,11.0,178.0,6199.0,1,0.7,8.333,28.571,1,mikeallen
0,677,0,2017,2017,0.0,1.0,349,0,1,0.0,146.0,66581.0,0,0.05,6.833,23.429,1,gniheywtzaoe231
0,3424,0,2010,2017,0.0,32.0,1717,0,2,0.0,136.0,296452.0,0,0.2666666666666667,5.667,19.429,1,mollykatephotog
1,2501,0,2010,2022,301.0,833779.0,1034,6303,1,0.0,10.0,3751.0,1,0.75,8.333,28.571,1,Matt_Morrison
0,5288,1,2010,2022,180.0,1739658.0,3,1188,6,0.0,0.0,3409.0,0,0.6428571428571428,8.333,28.571,1,andretaulany74
1,24386,0,2009,2023,403.0,615155.0,125,2328,1,0.0,64.0,12301.0,1,0.6153846153846154,8.333,28.571,1,Goldberg
0,2082,1,2010,2023,531.0,100.0,4561,4,1,0.0,0.0,3.0,0,0.7857142857142857,8.292,28.429,1,mandylpeterson
1,49222,0,2008,2023,248.0,1455075.0,21162,6493,17,91.0,20.0,4887.0,0,0.6,8.333,28.571,1,FOXTV
0,16862,1,2009,2023,4057.0,2576.0,16652,50,1,0.0,160.0,2661416.0,1,0.7333333333333334,8.333,28.571,1,TheMicheleLyman
1,232398,1,2009,2023,2636.0,54090.0,402465,225,1,195.0,100.0,157594.0,1,0.0833333333333333,8.125,27.857,1,offbeatorbit
0,3848,1,2010,2023,1080.0,950.0,11978,33,1,4.0,46.0,137295.0,1,0.0625,8.125,27.857,1,mnbookgeek
1,5062,1,2014,2023,13.0,375264.0,4114,67,1,4.0,24.0,658202.0,1,0.125,8.333,28.571,1,insan_honey
0,16525,1,2010,2023,290.0,668.0,8662,7,1,6.0,10.0,173025.0,0,0.5833333333333333,8.333,28.571,1,jessypearlee
0,134807,1,2008,2023,8280.0,15055.0,33743,325,1,200.0,14.0,1570.0,1,0.2068965517241379,8.333,28.571,1,DonnerKay
1,1435,1,2009,2022,120.0,1543424.0,53,7489,1,0.0,6.0,211522.0,1,0.7692307692307692,8.333,28.571,1,MatthewPerry
0,8445,1,2016,2023,239.0,66.0,1695,0,1,12.0,8.0,18580.0,0,0.1333333333333333,8.292,28.429,1,bucolicgoof
0,6828,1,2014,2023,3798.0,2106.0,8626,3,1,1.0,172.0,193186.0,0,0.25,7.917,27.143,1,Niurant
0,18837,1,2015,0,183.0,227.0,11879,0,0,0.0,0.0,0.0,0,0.0909090909090909,0.0,0.0,1,_oygrandeee
1,7531,1,2013,2022,355.0,2542.0,1995,64,1,0.0,62.0,12257.0,1,0.7857142857142857,8.333,28.571,1,CandaceBurnsTV
0,15303,0,2008,2023,850.0,44859.0,12807,313,1,1.0,68.0,11655.0,1,0.6,8.333,28.571,1,teft
0,38589,1,2015,2023,1819.0,3301.0,84132,7,1,42.0,138.0,1062658.0,1,0.0714285714285714,8.25,28.286,1,GabrellColeman
0,12689,1,2009,2022,2271.0,13113.0,599,234,1,0.0,44.0,316.0,1,0.75,8.25,28.286,1,kortomomolu
1,76061,1,2007,2023,7528.0,786292.0,5561,4000,1,80.0,180.0,216443.0,1,0.9,8.333,28.571,1,JoeTrippi
1,11037,1,2010,2022,1058.0,350693.0,2577,401,1,0.0,126.0,79717.0,0,0.4285714285714286,8.292,28.429,1,OfficialClancy
0,30040,1,2010,2020,156374.0,809550.0,5373,3168,1,0.0,20.0,46135.0,1,0.9,8.292,28.429,1,beautylish
1,15635,1,2011,2023,198.0,1721888.0,1927,388,1,6.0,14.0,269228.0,1,0.3333333333333333,8.333,28.571,1,HeroManoj1
0,51062,1,2009,2023,187.0,1400.0,682451,6,1,200.0,200.0,181173.0,1,0.0,8.333,28.571,1,aRuckert
0,0,0,2020,0,0.0,3.0,0,0,0,0.0,0.0,0.0,0,0.1999999999999999,0.0,0.0,1,matfrancomagic
1,30577,1,2009,2023,2650.0,527346.0,272,3048,1,0.0,26.0,42463.0,1,0.7692307692307692,8.333,28.571,1,annabelcrabb
0,33245,1,2011,2023,2177.0,530.0,74686,10,1,11.0,42.0,174939.0,0,0.1666666666666666,8.292,28.429,1,llmine
0,15188,1,2012,0,819.0,346.0,47572,1,0,0.0,0.0,0.0,1,0.3636363636363636,0.0,0.0,1,kushabel420
1,17075,0,2011,2023,4461.0,13114.0,6957,109,1,15.0,42.0,24553.0,1,0.9333333333333332,8.333,28.571,1,GeoffHutchison
0,2839,1,2016,2023,502.0,375.0,16483,0,1,8.0,46.0,252525.0,0,0.2307692307692307,8.292,28.429,1,JohnnyTsunaml
0,3171,1,2009,2022,496.0,260.0,2161,14,1,0.0,138.0,1498163.0,0,0.1333333333333333,7.542,25.857,1,GoblinQueenie
1,3000,0,2009,2023,7.0,1643755.0,131,1102,1,4.0,4.0,177275.0,0,0.3333333333333333,8.333,28.571,1,mammukka
1,41744,1,2009,2023,165.0,4042032.0,261,2693,1,76.0,0.0,142237.0,1,0.9166666666666666,8.333,28.571,1,taran_adarsh
0,43817,1,2012,2023,270.0,770.0,76277,1,1,46.0,138.0,249183.0,0,0.3076923076923077,8.292,28.429,1,ndresramirez_
1,1077,0,2011,2022,90.0,1255988.0,723,2329,2,0.0,4.0,26271.0,0,0.1333333333333333,8.333,28.571,1,el_mago_oficial
0,11,0,2015,2021,189.0,55.0,2394,0,7,0.0,4.0,5457.0,0,0.0,0.208,0.714,1,e_btc
0,82893,1,2011,2023,453.0,329.0,26253,20,1,39.0,198.0,780771.0,0,0.1428571428571429,8.292,28.429,1,ayooadriannn
0,3836,1,2017,2023,184.0,129.0,4074,1,2,6.0,8.0,6007.0,1,0.5172413793103448,8.333,28.571,1,RedHillsTobacco
0,3753,0,2010,2021,148.0,286.0,4143,1,7,0.0,120.0,2651992.0,0,0.0714285714285714,6.875,23.571,1,Pimptastic5000
0,20603,0,2010,2022,811.0,85694.0,1606,136,1,0.0,12.0,66176.0,1,0.7272727272727273,8.333,28.571,1,ipangwahid
0,2442,0,2009,2022,631.0,89.0,3738,4,1,0.0,84.0,1068514.0,0,0.0,8.292,28.429,1,feefee36
0,13229,0,2009,2021,0.0,284.0,2685,0,1,0.0,2.0,19337.0,0,0.3,8.292,28.429,1,chaddaddy_
0,1685,1,2009,2023,197.0,251.0,1438,8,1,0.0,68.0,457716.0,0,0.2727272727272727,8.333,28.571,1,seetokyo
1,24506,1,2010,2023,699.0,2384.0,14027,0,1,47.0,116.0,144635.0,0,0.0833333333333333,8.125,27.857,1,hunterhockey
0,1,1,2018,2018,0.0,4.0,4,0,1,0.0,0.0,0.0,0,0.0769230769230768,0.042,0.143,1,GorgeousRay00
0,51414,0,2010,2023,3674.0,3775.0,7944,82,1,64.0,12.0,36004.0,0,0.0,8.333,28.571,1,RobTakeOver
0,1104,0,2011,2017,0.0,44.0,541,0,2,0.0,140.0,496644.0,0,0.8333333333333334,5.875,20.143,1,4NatalieHill
0,357144,1,2010,2023,1942.0,3716.0,15369,48,1,87.0,46.0,83779.0,1,0.1999999999999999,8.167,28.0,1,ChaRLeZHuSsLe81
0,163,0,2016,2017,0.0,4.0,78,0,1,0.0,106.0,305105.0,0,0.5333333333333333,5.917,20.286,1,JapanPrevidi
0,48994,1,2012,2023,13066.0,23122.0,19942,690,1,55.0,94.0,731.0,1,0.2777777777777778,8.292,28.429,1,kerszi
1,61314,1,2008,2023,2165.0,1325175.0,40217,3917,2,200.0,8.0,4265.0,0,0.9,8.333,28.571,1,MariaRita
0,1,1,2022,2022,3.0,0.0,4,0,1,0.0,0.0,0.0,0,0.0,0.042,0.143,1,arthur_weldon
0,3216,1,2010,2022,440.0,583.0,9559,2,1,0.0,90.0,2937377.0,0,0.1875,7.833,26.857,1,Crosbyc14
1,288,1,2009,2023,1051.0,4397.0,1562,87,1,5.0,120.0,84350.0,1,0.6666666666666667,8.25,28.286,1,alexsmann
1,75518,1,2009,2022,1116.0,681361.0,31962,2344,1,0.0,104.0,68238.0,1,0.6666666666666667,8.25,28.286,1,FarahKhanAli
0,4186,1,2011,2022,210.0,91.0,60,2,1,0.0,0.0,0.0,1,0.6111111111111112,8.333,28.571,1,BillyPurnell_
0,37933,1,2013,2023,541.0,818.0,14080,3,9,8.0,0.0,0.0,0,0.0909090909090909,8.333,28.571,1,Biannchulis
1,14062,0,2010,2022,1576.0,2455428.0,1601,4454,1,0.0,24.0,33796.0,1,0.9090909090909092,8.25,28.286,1,tylergposey
0,3357,1,2008,2023,389.0,188.0,2623,2,1,1.0,0.0,5780.0,0,1.0,8.333,28.571,1,linbel
0,1967,0,2012,2020,241.0,126.0,1015,70,1,0.0,112.0,217421.0,0,0.375,8.25,28.286,1,PDunn00
0,8443,1,2011,2023,252.0,70.0,29366,3,1,5.0,72.0,185604.0,0,0.3571428571428571,8.333,28.571,1,msdaniellenm
0,883,0,2013,2019,2418.0,1482.0,785,23,1,0.0,24.0,80964.0,1,0.8461538461538461,8.333,28.571,1,LatinoLPForum
1,5315,0,2009,2023,231.0,29534252.0,171,62844,17,0.0,4.0,217360.0,0,0.25,8.333,28.571,1,KAKA
0,311,0,2022,2023,369.0,94.0,3074,1,10,2.0,118.0,40777.0,0,0.4,8.292,28.429,1,gemmamjt
0,501937,1,2009,2022,2140.0,9488.0,501,99,1,0.0,72.0,12044.0,0,0.1785714285714286,8.25,28.286,1,LoveThePuck
0,9142,1,2015,2021,463.0,1081.0,25856,18,2,0.0,106.0,5934.0,1,0.8461538461538461,8.333,28.571,1,CPSNetwork7
0,14727,0,2009,2023,451.0,189.0,103136,17,1,54.0,152.0,639996.0,0,0.1111111111111111,8.333,28.571,1,141Shaker
0,1815,1,2011,2017,0.0,61.0,1108,0,1,0.0,132.0,308515.0,0,0.25,5.5,18.857,1,cdaywalt
1,532234,1,2009,2023,182.0,2502978.0,609,2336,14,200.0,0.0,1593.0,1,1.0,8.333,28.571,1,NationTV22
0,13958,1,2013,2023,450.0,813.0,26331,1,1,3.0,44.0,257465.0,0,0.3,8.292,28.429,1,lukefouten
1,8082,0,2009,2023,97.0,15482609.0,728,13302,1,16.0,20.0,17104.0,1,0.7692307692307692,8.333,28.571,1,shahidkapoor
0,69685,1,2009,2023,1484.0,329871.0,63209,685,41,158.0,14.0,13499.0,1,0.6923076923076923,8.333,28.571,1,jindrichsidlo
1,4742,1,2011,2023,35.0,4874964.0,46,3833,9,3.0,8.0,55935.0,1,0.6666666666666667,8.292,28.429,1,RomeoSantosPage
0,20832,1,2018,2023,4247.0,4596.0,22708,29,1,4.0,82.0,46103.0,1,0.2666666666666667,8.333,28.571,1,GlenThinksStuff
0,0,0,2021,0,1.0,0.0,0,0,0,0.0,0.0,0.0,0,0.5,0.0,0.0,1,FErmelinda
0,23236,0,2012,0,1493.0,163.0,31166,0,0,0.0,0.0,0.0,0,0.217391304347826,0.0,0.0,1,LesNesman5
0,563,1,2012,2022,40.0,11.0,320,0,2,0.0,116.0,389373.0,0,0.3333333333333333,5.917,20.286,1,georgiazorba
1,37676,0,2010,0,437.0,90005.0,284,269,0,0.0,0.0,0.0,0,0.8333333333333334,0.0,0.0,1,KarlaPineda1
1,4716,0,2009,2023,149.0,3578080.0,816,31242,10,3.0,28.0,360461.0,1,0.4545454545454546,8.333,28.571,1,SChecoPerez
0,636,0,2012,2017,0.0,16.0,298,1,1,0.0,150.0,633598.0,0,0.0769230769230768,6.375,21.857,1,28idontevenno
0,18258,1,2011,2023,797.0,1648.0,47457,19,1,189.0,16.0,2196.0,1,0.6666666666666667,8.292,28.429,1,MrRandyFrank
1,9441,1,2011,2023,689.0,22870.0,5752,436,1,4.0,36.0,155034.0,1,0.6470588235294117,8.333,28.571,1,SenGianaris
1,37593,1,2008,2023,950.0,3612738.0,6054,14790,10,160.0,156.0,15295.0,1,0.8,8.292,28.429,1,jordievole
0,6216,1,2010,2019,1822.0,2238.0,1680,89,1,0.0,0.0,19.0,1,0.8666666666666667,8.333,28.571,1,ThePridePages
0,1507,1,2012,2015,390.0,298016.0,9,458,10,0.0,16.0,13868.0,0,0.1428571428571429,8.292,28.429,1,PadronLeonardo
0,20707,1,2012,2021,2466.0,1703.0,3310,49,1,0.0,50.0,102650.0,0,0.5882352941176471,8.292,28.429,1,TerrichaWrites
0,3757,0,2012,2017,0.0,53.0,1347,0,1,0.0,152.0,455140.0,0,0.1666666666666666,6.375,21.857,1,Jtorres0623
0,44791,0,2012,2023,1636.0,391360.0,1142,2029,16,47.0,114.0,64821.0,1,0.6428571428571428,8.333,28.571,1,OGiannino
1,1966,1,2009,2023,166.0,659083.0,28,2424,1,0.0,12.0,22049.0,0,0.9285714285714286,8.333,28.571,1,KrisHumphries
0,7575,1,2013,2023,3161.0,2453.0,13894,65,1,0.0,4.0,133.0,0,0.2083333333333333,8.333,28.571,1,brie_kali
1,14574,0,2009,2023,416.0,4228274.0,525,13204,1,15.0,44.0,98423.0,0,0.9090909090909092,8.292,28.429,1,KeriHilson
1,61936,0,2009,2023,3948.0,15105.0,4188,501,1,7.0,120.0,64484.0,0,0.7142857142857143,8.333,28.571,1,BDayspring
0,33560,0,2015,2023,189.0,126.0,1858,5,15,7.0,170.0,1264382.0,0,0.0909090909090909,8.25,28.286,1,Corentiiin_
0,17015,1,2011,2023,839.0,575.0,18635,6,1,11.0,124.0,1437824.0,1,0.0,7.958,27.286,1,ValCJaramillo
0,37215,1,2016,2023,11680.0,10641.0,117386,11,1,4.0,162.0,1391201.0,0,0.5,8.292,28.429,1,smithroberta74
0,2406,1,2011,2023,2155.0,398.0,10207,0,1,2.0,112.0,209317.0,0,0.8666666666666667,8.208,28.143,1,MMichelleChiles
0,5836,1,2016,2023,1107.0,616.0,14897,5,1,3.0,106.0,25766.0,0,0.0999999999999999,8.333,28.571,1,lharms_aq
1,7731,0,2016,2023,4111.0,51335.0,10467,791,1,36.0,10.0,22446.0,1,0.9333333333333332,8.333,28.571,1,WarrenDavidson
1,7754,0,2011,2023,124.0,3331736.0,3063,1384,1,0.0,26.0,405238.0,0,0.7692307692307692,8.333,28.571,1,lilireinhart
0,10963,1,2013,0,271.0,209.0,44789,0,0,0.0,0.0,0.0,0,0.0769230769230768,0.0,0.0,1,_jc_dominguez
0,4719,1,2018,2023,759.0,144.0,120042,0,1,1.0,180.0,4094855.0,0,0.1999999999999999,7.667,26.286,1,_corinneelliott
0,259,0,2017,2021,340.0,68.0,22100,0,1,0.0,116.0,2386854.0,0,0.0,8.167,28.0,1,BXVirgo
1,15521,1,2012,2023,2450.0,23635.0,3765,279,1,15.0,30.0,763.0,1,0.8823529411764706,8.333,28.571,1,McCainInstitute
0,1899,0,2015,2021,98.0,133.0,7877,0,1,0.0,130.0,6825376.0,0,0.2222222222222222,5.542,19.0,1,AnaStu1tz
1,26553,1,2009,2023,350.0,662581.0,1550,3683,1,0.0,14.0,12584.0,1,0.9333333333333332,8.25,28.286,1,AriannyCeleste
1,5668,1,2010,2022,232.0,1624016.0,1407,685,15,0.0,46.0,903451.0,1,0.7142857142857143,8.083,27.714,1,Hugotoutseul
0,38693,1,2009,2020,75.0,209.0,1030,1,26,0.0,30.0,24388.0,0,0.0833333333333333,7.792,26.714,1,streetlove23
1,15764,1,2009,2023,901.0,1320530.0,232,2028,10,0.0,2.0,3066.0,1,0.9,8.333,28.571,1,PipeBueno
1,27726,1,2009,2023,2406.0,1358248.0,1280,5497,1,34.0,56.0,44930.0,1,0.4,8.333,28.571,1,TPAIN
0,74331,1,2007,2023,13487.0,14385.0,32240,1788,1,31.0,30.0,105.0,1,0.2631578947368421,8.333,28.571,1,dshiao
0,126,0,2017,2017,0.0,0.0,84,0,18,0.0,86.0,173645.0,0,0.0,4.5,15.429,1,ocxmvrrdjyv100
0,1149,1,2008,2023,334.0,84.0,7156,5,1,0.0,8.0,23242.0,0,0.3333333333333333,8.333,28.571,1,pwarner1
0,9,0,2016,2019,2224.0,1835.0,0,9,13,0.0,0.0,0.0,0,0.0,0.375,1.286,1,5623V
0,696,1,2015,2021,425.0,124.0,1460,15,1,0.0,34.0,329951.0,1,0.8,8.333,28.571,1,nicolegartland
0,7,0,2018,2023,16.0,11.0,144,0,16,0.0,4.0,11467.0,0,0.0,0.292,1.0,1,giuliac22
0,23938,0,2013,2023,8871.0,9026.0,53006,38,1,0.0,110.0,6392.0,0,0.3636363636363636,8.333,28.571,1,jasonltradr
0,8166,1,2010,2023,925.0,5165.0,22806,0,1,0.0,54.0,15782.0,1,0.7333333333333334,8.292,28.429,1,kellydipucchio
1,45037,1,2011,2023,3388.0,13147.0,67944,304,1,25.0,140.0,1866.0,1,0.6875,8.333,28.571,1,samanthajgross
0,9994,1,2009,2022,16.0,13712.0,130,183,1,0.0,6.0,48550.0,1,0.7857142857142857,8.333,28.571,1,fabionovembre
0,22293,1,2015,2023,1254.0,888.0,60507,2,1,36.0,2.0,3644.0,1,0.217391304347826,8.292,28.429,1,warmh20penguin
1,19353,1,2009,2023,5392.0,32687.0,119716,194,1,7.0,84.0,450083.0,1,0.5333333333333333,8.333,28.571,1,sumaleedotcom
1,399270,1,2010,2023,8692.0,115075.0,65853,1164,1,200.0,56.0,11822.0,1,0.75,8.333,28.571,1,masato_jones
0,8747,1,2007,2023,887.0,301.0,42029,8,23,25.0,76.0,267430.0,1,0.1153846153846154,8.333,28.571,1,macsmail
0,5253,1,2008,2023,496.0,5516.0,939,190,1,0.0,10.0,29227.0,1,0.9166666666666666,8.333,28.571,1,lucasgilman
1,806,1,2009,2023,267.0,357291.0,201,1335,9,9.0,0.0,97724.0,1,0.5555555555555556,8.333,28.571,1,ivan_more
1,12711,1,2010,2023,3845.0,35434.0,6066,266,1,2.0,96.0,149590.0,1,0.8125,8.25,28.286,1,angelapriestley
0,9351,1,2014,2023,3637.0,3380.0,4672,0,1,1.0,2.0,1847.0,0,1.0,8.292,28.429,1,secretzelda
0,4516,0,2008,2020,54.0,30.0,1697,2,1,0.0,120.0,285549.0,0,0.5,5.167,17.714,1,franciscojla
0,1059,1,2012,2019,0.0,84.0,503,2,10,0.0,74.0,98252.0,1,0.7222222222222222,8.25,28.286,1,RSanchoHuerga
0,7445,0,2011,2023,1985.0,1594.0,809,46,1,4.0,108.0,386.0,1,0.0,8.25,28.286,1,LasVegasCourts
1,4379,1,2009,2023,861.0,666802.0,3928,918,2,3.0,26.0,36993.0,1,0.6428571428571428,8.333,28.571,1,Carl_Froch
0,4110,1,2009,2023,475.0,116.0,2076,6,1,0.0,70.0,527139.0,1,0.0,8.333,28.571,1,bobotripple
1,8249,1,2009,2023,107.0,4921257.0,266,10318,4,4.0,28.0,77310.0,1,0.4117647058823529,8.333,28.571,1,usainbolt
1,11068,1,2009,2023,625.0,924082.0,7273,3316,1,1.0,102.0,482875.0,1,0.6111111111111112,8.042,27.571,1,caricevhouten
0,162549,1,2007,2023,7393.0,349710.0,202594,1354,9,166.0,126.0,52465.0,1,0.2857142857142857,8.333,28.571,1,pavarini
0,2543,1,2009,2022,81.0,27.0,1972,1,1,0.0,94.0,1692463.0,0,0.1999999999999999,4.667,16.0,1,magickalspectre
0,1003,1,2011,2017,0.0,29.0,11,1,6,0.0,72.0,765161.0,0,0.0,8.0,27.429,1,null123456789
0,19826,1,2011,2022,206.0,150.0,374,11,1,0.0,0.0,2.0,0,0.6428571428571428,8.333,28.571,1,VoteRHeffernan
0,10273,1,2016,2023,303.0,211.0,17000,1,9,11.0,66.0,268470.0,0,0.8571428571428572,8.167,28.0,1,eduard0mendes
0,20504,1,2011,2023,354.0,471.0,3469,0,1,0.0,48.0,225715.0,0,0.8571428571428572,8.292,28.429,1,sarah12roberts
1,2590,1,2009,2022,761.0,34108.0,7223,206,1,0.0,106.0,562780.0,1,0.5454545454545454,7.875,27.0,1,JustinMikita
0,2203,1,2012,2022,291.0,235.0,12362,9,1,0.0,64.0,938085.0,1,0.3125,8.333,28.571,1,The_Kimberlee
0,98152,1,2011,2023,888.0,762.0,14303,41,1,100.0,148.0,420101.0,1,0.1666666666666666,8.333,28.571,1,ClearlyCrystalB
0,90731,1,2009,2023,528.0,1819.0,10704,0,1,0.0,48.0,98834.0,0,0.0,8.167,28.0,1,worthoftheworld
1,21254,1,2009,2023,1069.0,9979.0,4706,302,1,2.0,94.0,130047.0,1,0.5,8.333,28.571,1,dfbarron
0,9290,1,2009,2022,317.0,260.0,59084,12,1,0.0,42.0,343423.0,0,0.0714285714285714,8.292,28.429,1,redd_moonshine
0,25639,1,2009,2023,1338.0,1098.0,20141,10,1,12.0,70.0,580523.0,1,0.1666666666666666,8.25,28.286,1,AmesLorraine
0,3977,1,2010,2023,0.0,6603.0,418,0,1,0.0,44.0,63405.0,1,0.6363636363636364,8.333,28.571,1,MIHARAYASUHIRO
0,76445,1,2009,2023,926.0,279229.0,380,691,9,10.0,2.0,352.0,1,0.4666666666666667,8.333,28.571,1,TrinityTraveler
1,29780,1,2009,2022,100060.0,3364785.0,60658,5222,10,0.0,66.0,966.0,1,0.3157894736842105,8.167,28.0,1,lopezandres
1,13076,1,2008,2023,3678.0,8359.0,32335,312,1,10.0,70.0,67705.0,1,0.8461538461538461,8.333,28.571,1,Rachel__Sarah
0,25870,0,2015,2023,430.0,146.0,22320,1,4,11.0,108.0,1133554.0,1,0.0,8.292,28.429,1,Goodweeed_m
1,8100,1,2011,2023,857.0,1952.0,2804,82,1,0.0,44.0,14040.0,1,0.4375,8.333,28.571,1,MattGlo
1,37519,1,2009,2023,3169.0,471547.0,129970,257,9,10.0,92.0,333174.0,1,0.7857142857142857,8.292,28.429,1,denisebarbosa
0,23170,1,2009,2022,636.0,383965.0,3237,917,10,0.0,178.0,6897.0,0,0.9090909090909092,7.667,26.286,1,LyJonaitis
0,15055,1,2010,2023,483.0,64378.0,7858,167,1,46.0,92.0,328471.0,1,0.9166666666666666,8.208,28.143,1,NazaninNour
0,12107,1,2013,2023,2704.0,2292.0,34170,43,1,1.0,0.0,12.0,1,0.25,8.333,28.571,1,blerdwords
1,36086,1,2010,2023,45.0,201249.0,17174,567,10,48.0,8.0,2967.0,1,0.2777777777777778,8.333,28.571,1,algavito
0,21497,1,2015,2023,177.0,192.0,233514,4,1,20.0,76.0,91541.0,1,0.1052631578947368,8.25,28.286,1,rimahadley
0,5680,1,2009,2022,187.0,61.0,3780,2,1,0.0,54.0,3587299.0,0,0.9230769230769232,7.958,27.286,1,Danisha_Brown
0,143,0,2010,2017,0.0,6.0,18,0,10,0.0,102.0,39362.0,0,0.1999999999999999,5.875,20.143,1,CapnStepho
1,739,1,2011,2023,1537.0,35366.0,16310,144,1,5.0,36.0,166740.0,1,0.7692307692307692,8.208,28.143,1,tracelysette
1,2023,1,2014,2023,226.0,5047939.0,721,2191,3,2.0,14.0,780511.0,1,0.0,8.333,28.571,1,trikaofficial
1,52401,1,2009,2023,322.0,3959968.0,15237,15048,1,6.0,66.0,93902.0,1,0.2105263157894736,8.333,28.571,1,hitRECordJoe
0,2700,0,2011,2022,124.0,272519.0,127,371,31,0.0,38.0,3802.0,0,0.4615384615384615,8.292,28.429,1,Mumtazer
0,1536,1,2012,2017,0.0,104.0,402,0,7,0.0,106.0,64739.0,0,0.2727272727272727,6.875,23.571,1,brownejazzy
0,22762,1,2011,2023,223.0,2695.0,203,98,1,0.0,170.0,1208.0,0,0.55,8.333,28.571,1,HHHElections
0,12075,1,2015,2023,2043.0,738.0,13104,81,1,20.0,108.0,37839.0,1,0.3636363636363636,8.292,28.429,1,Spekoliunas
0,8769,1,2010,2023,1357.0,254.0,1942,12,1,1.0,16.0,60146.0,0,0.1428571428571429,8.333,28.571,1,KingBeasla
0,11713,1,2009,2023,504.0,354.0,7189,6,1,0.0,134.0,2444945.0,0,0.6923076923076923,8.333,28.571,1,GabriellaDago
0,2997,0,2014,2023,101.0,127.0,65048,3,1,1.0,112.0,1147636.0,0,0.2307692307692307,8.333,28.571,1,officialkiral
0,4520,1,2011,2023,870.0,256.0,38445,0,1,4.0,26.0,228188.0,1,0.9166666666666666,7.958,27.286,1,AbbySalling
1,61554,0,2011,2023,204.0,1285299.0,4156,2676,1,114.0,62.0,12458.0,0,0.4210526315789473,8.333,28.571,1,CODLeague
1,1597,1,2010,2023,461.0,1150961.0,375,1956,4,0.0,90.0,56827.0,1,0.9285714285714286,8.292,28.429,1,MiguelCabrera
0,55652,1,2009,2023,347.0,665.0,665,43,10,0.0,44.0,598255.0,0,0.6923076923076923,8.25,28.286,1,guerreritaa14
1,5438,1,2011,2023,1962.0,2336472.0,590,2734,3,4.0,2.0,2851.0,1,0.0,8.333,28.571,1,yasseraltwaijri
0,2436,1,2011,2023,99.0,49.0,6056,2,1,3.0,0.0,0.0,0,0.3571428571428571,8.333,28.571,1,Serenity_80
0,2724,1,2011,2022,5615.0,28672.0,3239,60,16,0.0,102.0,29402.0,1,0.2666666666666667,8.333,28.571,1,illustratori
0,1327,1,2009,2023,995.0,2083.0,11825,32,1,7.0,84.0,1034608.0,1,0.0769230769230768,8.333,28.571,1,pajamabooks
0,6507,1,2009,2023,353.0,224.0,2167,3,1,1.0,16.0,326715.0,0,0.1764705882352941,8.25,28.286,1,MikeIsTheBest
0,1922,0,2013,2022,150.0,38.0,2272,1,1,0.0,66.0,871823.0,0,0.5,8.167,28.0,1,Danielledoll84
0,20958,0,2009,0,384.0,1036.0,10509,4,0,0.0,0.0,0.0,0,0.8461538461538461,0.0,0.0,1,_TiffanyJones
0,3177,1,2010,2023,794.0,608.0,7490,5,1,1.0,178.0,842780.0,0,0.6363636363636364,8.333,28.571,1,erinnnkutch
1,2611,1,2009,2022,783.0,7419.0,842,300,1,0.0,40.0,40365.0,1,0.5,8.333,28.571,1,catBrahic
0,3207,0,2009,2017,394.0,156.0,8,7,2,0.0,0.0,2.0,1,0.0,8.333,28.571,1,djeldar
1,41962,1,2009,2023,778377.0,714057.0,2025,2191,1,12.0,2.0,2576.0,1,0.5625,8.333,28.571,1,SleepSkee
0,5602,0,2015,0,96.0,70.0,30699,1,0,0.0,0.0,0.0,0,0.5,0.0,0.0,1,mseamands
0,1129,0,2013,2023,108.0,434.0,526,6,1,0.0,170.0,11058.0,0,0.9285714285714286,8.333,28.571,1,ShaiMarkowitz
0,11615,1,2013,2023,894.0,1532.0,7946,2,10,0.0,110.0,973574.0,0,0.7692307692307692,7.125,24.429,1,IreneCamera15
0,2737,1,2010,2020,507.0,86.0,1606,3,28,0.0,128.0,208401.0,1,0.0,5.542,19.0,1,creativoss
